property_id,tenancy_id,status,inspection_type,inspection_date,start_time,end_time,general_note
rps_lng-HDO140017,rps_lng-RPT191394,Closed,Routine,2019-09-23,11:15:00,0 days 11:15:15,"Completed: 2019-09-23 06:15:34
 Notes:"
rps_lng-HDO140017,rps_lng-RPT191394,Closed,Routine,2019-02-12,22:51:00,0 days 22:51:30,
rps_lng-HDO140017,rps_lng-RPT191394,Closed,Routine,2017-11-01,21:41:00,0 days 21:41:30,
rps_lng-HDO140017,rps_lng-RPT191394,Closed,Routine,2017-03-03,11:05:00,0 days 11:05:30,
rps_lng-HDO140017,rps_lng-RPT191394,Closed,Routine,2016-05-24,07:46:00,0 days 07:46:30,
rps_lng-HDO140017,rps_lng-RPT191394,Closed,Routine,2015-06-17,09:12:00,0 days 09:12:30,
rps_lng-HDO140024,rps_lng-HDO190421,Closed,Routine,2020-06-09,23:00:00,0 days 23:01:00,Inspection completed in IPX integration on 01/08/2020 by Scheduled Task
rps_lng-HDO140024,rps_lng-HDO190421,Closed,Routine,2019-12-19,16:00:00,0 days 16:01:00,
rps_lng-HDO140024,rps_lng-HDO190421,Closed,Routine,2019-11-01,00:00:00,0 days 00:01:00,
rps_lng-HDO140024,rps_lng-HDO190421,Closed,Routine,2019-11-01,00:00:00,0 days 00:01:00,
rps_lng-HDO140024,rps_lng-RPT190163,Closed,Routine,2015-08-02,15:33:00,0 days 15:33:30,
rps_lng-HDO140024,rps_lng-RPT190163,Closed,Routine,2015-03-31,14:37:00,0 days 14:37:30,
rps_lng-HDO140024,rps_lng-RPT190796,Closed,Routine,2018-05-16,03:04:00,0 days 03:04:30,
rps_lng-HDO140024,rps_lng-RPT190796,Closed,Routine,2017-11-15,06:11:00,0 days 06:11:30,
rps_lng-HDO140024,rps_lng-RPT190796,Closed,Routine,2017-03-03,11:06:00,0 days 11:06:30,
rps_lng-HDO140026,rps_lng-RPT190694,Closed,Routine,2022-08-19,09:00:00,0 days 09:01:00,Inspection completed in IPX integration on 24/08/2022 by Scheduled Task
rps_lng-HDO140026,rps_lng-RPT190694,Closed,Routine,2022-02-25,10:00:00,0 days 10:02:00,Inspection completed in IPX integration on 17/03/2022 by Scheduled Task
rps_lng-HDO140026,rps_lng-RPT190694,Closed,Routine,2021-09-03,14:00:00,0 days 14:01:00,Inspection completed in IPX integration on 01/10/2021 by Scheduled Task
rps_lng-HDO140026,rps_lng-RPT191466,Closed,Routine,2016-11-04,11:51:00,0 days 11:51:30,
rps_lng-HDO140026,rps_lng-RPT191466,Closed,Routine,2015-06-21,16:08:00,0 days 16:08:30,
rps_lng-HDO140044,rps_lng-HDO210227,Closed,Routine,2023-05-17,09:00:00,0 days 09:03:00,Inspection completed in IPX integration on 18/05/2023 by Scheduled Task
rps_lng-HDO140044,rps_lng-HDO210227,Closed,Routine,2022-11-03,11:00:00,0 days 11:02:00,Inspection completed in IPX integration on 04/12/2022 by Scheduled Task
rps_lng-HDO140044,rps_lng-HDO210227,Closed,Routine,2022-04-29,09:00:00,0 days 09:03:00,Inspection completed in IPX integration on 23/05/2022 by Reapit
rps_lng-HDO140044,rps_lng-HDO210227,Closed,Routine,2021-10-12,18:00:00,0 days 18:01:00,Inspection completed in IPX integration on 26/11/2021 by Scheduled Task
rps_lng-HDO140044,rps_lng-RPT190363,Closed,Routine,2015-12-08,11:44:00,0 days 11:44:30,
rps_lng-HDO140044,rps_lng-RPT190363,Closed,Routine,2015-07-14,11:24:00,0 days 11:24:30,
rps_lng-HDO140044,rps_lng-RPT190363,Closed,Routine,2014-07-28,12:16:00,0 days 12:16:30,
rps_lng-HDO150004,rps_lng-RPT190045,Closed,Routine,2023-06-15,09:00:00,0 days 09:03:00,Inspection completed in IPX integration on 16/07/2023 by Scheduled Task
rps_lng-HDO150004,rps_lng-RPT190045,Closed,Routine,2022-12-15,09:00:00,0 days 09:02:00,Inspection completed in IPX integration on 05/01/2023 by Scheduled Task
rps_lng-HDO150004,rps_lng-RPT190045,Closed,Routine,2022-06-07,14:30:00,0 days 14:32:00,Inspection completed in IPX integration on 05/07/2022 by Reapit
rps_lng-HDO150004,rps_lng-RPT190045,Closed,Routine,2020-01-10,14:30:00,0 days 14:30:30,Inspection completed in IPX integration on 02/03/2020 by Reapit
rps_lng-HDO150004,rps_lng-RPT190045,Closed,Routine,2019-02-13,22:39:00,0 days 22:39:30,
rps_lng-HDO150004,rps_lng-RPT190045,Closed,Routine,2018-04-12,22:11:00,0 days 22:11:30,
rps_lng-HDO150004,rps_lng-RPT190045,Closed,Routine,2018-04-08,19:30:00,0 days 19:30:30,
rps_lng-HDO150004,rps_lng-RPT190465,Closed,Routine,2016-11-03,16:25:00,0 days 16:25:30,
rps_lng-HDO150011,rps_lng-RPT190359,Closed,Routine,2023-04-17,10:00:00,0 days 10:03:00,Inspection completed in IPX integration on 19/05/2023 by Scheduled Task
rps_lng-HDO150011,rps_lng-RPT190359,Closed,Routine,2022-10-27,10:00:00,0 days 10:02:00,Inspection completed in IPX integration on 27/11/2022 by Scheduled Task
rps_lng-HDO150011,rps_lng-RPT190359,Closed,Routine,2022-04-14,09:00:00,0 days 09:03:00,Inspection completed in IPX integration on 20/04/2022 by Scheduled Task
rps_lng-HDO150011,rps_lng-RPT190359,Closed,Routine,2021-03-31,07:00:00,0 days 07:01:00,Inspection completed in IPX integration on 15/04/2021 by Scheduled Task
rps_lng-HDO150011,rps_lng-RPT190359,Closed,Routine,2020-01-24,13:15:00,0 days 13:15:30,Inspection completed in IPX integration on 11/03/2020 by Reapit
rps_lng-HDO150011,rps_lng-RPT190359,Closed,Routine,2019-04-04,10:15:00,0 days 10:15:15,"Completed: 2019-04-04 04:27:20
 Notes: *** Gavin Xu *** 04/04/2019 04:37:40 AM 
Laundry - Area in a good, clean and presentable condition with no damages at time of inspection. Tenant advised light does not work even after change of bulb.
Ref#OTRINS-27541948
*** Gavin Xu *** 04/04/2019 04:37:10 AM 
Entrance Hall - Agent noticed a lot of lint on carpet. Carpet is showing signs of wear and tear.
Ref#OTRINS-27541946
*** Gavin Xu *** 04/04/2019 04:36:51 AM 
Bathroom 1 - Area in a good, clean and presentable condition with no damages at time of inspection. Exhaust fan slightly dusty.
Ref#OTRINS-27541944
*** Gavin Xu *** 04/04/2019 04:36:42 AM 
Bedroom 3 - Area in a good, clean and presentable condition with no damages at time of inspection. 
Ref#OTRINS-27541943
*** Gavin Xu *** 04/04/2019 04:36:40 AM 
Bedroom 2 - Area in a good, clean and presentable condition with no damages at time of inspection. 
Ref#OTRINS-27541942
*** Gavin Xu *** 04/04/2019 04:36:37 AM 
Ensuite - Area in a good, clean and presentable condition with no damages at time of inspection. Exhaust fan is slightly dusty, soap scum build up on shower base.
Ref#OTRINS-27541941
*** Gavin Xu *** 04/04/2019 04:36:17 AM 
Bedroom 1 - Area in a good, clean and presentable condition with no damages at time of inspection. 
Ref#OTRINS-27541940
*** Gavin Xu *** 04/04/2019 04:36:15 AM 
Lounge room - Area in a good, clean and presentable condition with no damages at time of inspection. 
Ref#OTRINS-27541939
*** Gavin Xu *** 04/04/2019 04:36:13 AM 
Kitchen/Meals - Area in a good, clean and presentable condition with no damages at time of inspection. 
Ref#OTRINS-27541938"
rps_lng-HDO150011,rps_lng-RPT190359,Closed,Routine,2018-05-15,00:16:00,0 days 00:16:30,
rps_lng-HDO150011,rps_lng-RPT190359,Closed,Routine,2018-04-08,19:30:00,0 days 19:30:30,
rps_lng-HDO150011,rps_lng-RPT190743,Closed,Routine,2017-04-12,10:57:00,0 days 10:57:30,
rps_lng-HDO150011,rps_lng-RPT190743,Closed,Routine,2016-10-25,15:36:00,0 days 15:36:30,
rps_lng-HDO150011,rps_lng-RPT190743,Closed,Routine,2015-11-18,13:26:00,0 days 13:26:30,
rps_lng-HDO150017,rps_lng-RPT190782,Closed,Routine,2022-08-19,14:00:00,0 days 14:02:00,Inspection completed in IPX integration on 24/08/2022 by Scheduled Task
rps_lng-HDO150017,rps_lng-RPT190782,Closed,Routine,2022-07-07,23:00:00,0 days 23:01:00,completed. RI report in renter letters
rps_lng-HDO150017,rps_lng-RPT190782,Confirmed,Routine,2021-07-08,13:00:00,0 days 13:03:30,"clean & tidy
Inspection completed in IPX integration on 19/08/2021 by Reapit"
rps_lng-HDO150017,rps_lng-RPT190782,Closed,Routine,2020-01-13,13:00:00,0 days 13:00:30,Inspection completed in IPX integration on 02/03/2020 by Reapit
rps_lng-HDO150017,rps_lng-RPT190782,Closed,Routine,2019-04-29,11:00:00,0 days 11:00:20,"Completed: 2019-04-29 01:40:42
 Notes: *** Leon Li *** 29/04/2019 01:40:49 AM 
Kitchen/meals - All appliances appear to be in good working order and no damage was noted. The kitchen was clean and tidy at the time of the inspection.
Ref#OTRINS-28166187
*** Leon Li *** 29/04/2019 01:40:49 AM 
Entry - The entrance is clean and well maintained by the Tenant.
Ref#OTRINS-28166190
*** Leon Li *** 29/04/2019 01:40:49 AM 
Lounge Room - Appears very well presented. The lounge room is clean and tidy.
Ref#OTRINS-28166192
*** Leon Li *** 29/04/2019 01:40:49 AM 
Bathroom - Appears very well presented. Wet areas are wiped clean, no leaks visible at time of inspection
Ref#OTRINS-28166197
*** Leon Li *** 29/04/2019 01:40:49 AM 
Bedroom 1 - The bedroom is clean and tidy.
Ref#OTRINS-28166199
*** Leon Li *** 29/04/2019 01:40:49 AM 
Deck/Balcony - Appears very well presented
Ref#OTRINS-28166201
*** Leon Li *** 29/04/2019 01:40:49 AM 
Bedroom 2 - The bedroom is clean and tidy.
Ref#OTRINS-28166203
*** Leon Li *** 29/04/2019 01:40:49 AM 
Ensuite - Appears very well presented. Clean, tidy, no damage to report
Ref#OTRINS-28166208
*** Leon Li *** 29/04/2019 01:40:49 AM 
General - Appears very well presented. Clean, tidy, no damage to report. The smoke alarm was sighted during the inspection and appears to be in working order.
Ref#OTRINS-28166210"
rps_lng-HDO150017,rps_lng-RPT190782,Closed,Routine,2018-09-17,11:30:00,0 days 11:30:15,"Completed: 2018-09-17 03:16:00
 Notes: *** Dana Young *** 17/09/2018 03:16:02 AM 
Entry - Entry area clean, no signs of damage or marks at the time of inspection.
Ref#OTRINS-21632230
*** Dana Young *** 17/09/2018 03:16:02 AM 
Kitchen/meals - Kitchen very well maintained and all surfaces clean. Rangehood, stove and oven all clean and in good condition. Floor clean and no stains or damage at time of inspection.
Ref#OTRINS-21632231
*** Dana Young *** 17/09/2018 03:16:02 AM 
Dining Room - Dining area floor clean, damage or stains noted. Walls few minor scuffs otherwise in good condition.
Ref#OTRINS-21632232
*** Dana Young *** 17/09/2018 03:16:02 AM 
Lounge Room - Lounge room neat and tidy and in good condition.
Ref#OTRINS-21632233
*** Dana Young *** 17/09/2018 03:16:02 AM 
Deck/Balcony - Courtyard was well presented, clean, neat and tidy.  No water damage or cracks on the floor tiles noted at time of inspection.
Ref#OTRINS-21632234
*** Dana Young *** 17/09/2018 03:16:02 AM 
Bedroom 1 - Bedroom 1 was neat and tidy. Carpet was clean, walls had a few minor scuffs otherwise in good condition.
Ref#OTRINS-21632235
*** Dana Young *** 17/09/2018 03:16:02 AM 
Bathroom - Bathroom neat and tidy and in good condition. All surfaces well maintained and clean. Exhaust fan tested and working.
Ref#OTRINS-21632236
*** Dana Young *** 17/09/2018 03:16:02 AM 
Ensuite - Ensuite bathroom surfaces well maintained and clean. Exhaust fan tested and working.
Ref#OTRINS-21632237
*** Dana Young *** 17/09/2018 03:16:02 AM 
Bedroom 2 - Bedroom 2 in good very good condition. Tenant has advise light switch to the pendulum is not working. Has not been working since they moved in.
Ref#OTRINS-21632238"
rps_lng-HDO150017,rps_lng-RPT190782,Closed,Routine,2018-09-17,02:16:00,0 days 02:16:30,
rps_lng-HDO150017,rps_lng-RPT190782,Closed,Routine,2018-05-10,08:48:00,0 days 08:48:30,
rps_lng-HDO150017,rps_lng-RPT190782,Closed,Routine,2017-10-26,02:18:00,0 days 02:18:30,
rps_lng-HDO150017,rps_lng-RPT190782,Closed,Routine,2017-04-12,11:05:00,0 days 11:05:30,
rps_lng-HDO150017,rps_lng-RPT190782,Closed,Routine,2016-10-24,16:28:00,0 days 16:28:30,
rps_lng-HDO150022,rps_lng-HDO190418,Closed,Routine,2022-08-10,10:00:00,0 days 10:03:00,Inspection completed in IPX integration on 16/08/2022 by Scheduled Task
rps_lng-HDO150022,rps_lng-HDO190418,Closed,Routine,2022-02-04,10:00:00,0 days 10:03:00,Inspection completed in IPX integration on 05/02/2022 by Scheduled Task
rps_lng-HDO150022,rps_lng-HDO190418,Closed,Routine,2021-07-05,10:00:00,0 days 10:04:00,Inspection completed in IPX integration on 19/08/2021 by Reapit
rps_lng-HDO150022,rps_lng-HDO190418,Closed,Routine,2019-11-14,09:00:00,0 days 09:01:00,
rps_lng-HDO150022,rps_lng-HDO190418,Closed,Routine,2019-11-14,09:00:00,0 days 09:01:00,
rps_lng-HDO150022,rps_lng-HDO190418,Closed,Routine,2019-11-14,09:00:00,0 days 09:01:00,
rps_lng-HDO150022,rps_lng-HDO190418,Confirmed,Routine,2019-11-14,09:00:00,0 days 09:01:00,
rps_lng-HDO150022,rps_lng-HDO190418,Confirmed,Routine,2019-11-14,09:00:00,0 days 09:01:00,
rps_lng-HDO150022,rps_lng-HDO190418,Closed,Routine,2019-11-14,09:00:00,0 days 09:01:00,
rps_lng-HDO150022,rps_lng-HDO221820,Closed,Routine,2023-06-13,11:00:00,0 days 11:03:00,Inspection completed in IPX integration on 14/07/2023 by Scheduled Task
rps_lng-HDO150022,rps_lng-RPT190055,Closed,Routine,2016-10-26,15:04:00,0 days 15:04:30,
rps_lng-HDO150022,rps_lng-RPT190055,Closed,Routine,2015-09-08,11:14:00,0 days 11:14:30,
rps_lng-HDO150022,rps_lng-RPT191491,Closed,Routine,2019-03-22,12:45:00,0 days 12:45:15,"Completed: 2019-03-22 05:52:19
 Notes: *** Gavin Xu *** 22/03/2019 06:43:30 AM 
Bedroom 3 - Overall in a good, clean and presentable condition. Little mess.
Ref#OTRINS-26762338
*** Gavin Xu *** 22/03/2019 06:43:08 AM 
Bathroom 1 - Overall in a good condition. Tenant advised paint crack was existing on towel rail but is unsure if it was to this extent. Bath tap is leaking. Shower was a bit dirty from hair build up.
Ref#OTRINS-26762337
*** Gavin Xu *** 22/03/2019 06:42:17 AM 
Bedroom 2 - Overall in a good condition. A little messy. Tenant advised door lock damages was existing.
Ref#OTRINS-26762333
*** Gavin Xu *** 22/03/2019 06:41:42 AM 
Family Area - Overall in a good, clean and presentable condition. Some debris on floor. Curtains seems to have fallen slightly. Fly mesh on sliding door broken. Tenant advised it was due to cat.
Ref#OTRINS-26762330
*** Gavin Xu *** 22/03/2019 06:40:56 AM 
Kitchen/meals - Overall in a good, clean and presentable condition, some debris on the floor.
Ref#OTRINS-26762322
*** Gavin Xu *** 22/03/2019 06:40:37 AM 
Loungeroom - Overall in a good, clean and presentable condition. Some debris on the floor.
Ref#OTRINS-26762318
*** Gavin Xu *** 22/03/2019 06:40:20 AM 
Ensuite - Overall in a good condition. Carpets slightly frayed. Shower head had masking tape that was apparently there at start of tenancy to stop leakage. 
Ref#OTRINS-26762316
*** Gavin Xu *** 22/03/2019 06:39:26 AM 
Bedroom 1 - Overall in a fair condition. Carpets look very worn. Tenant advised stains are from gastro/stomach flu. Tenant advised intending to hire a steam cleaner.
Ref#OTRINS-26762309
*** Gavin Xu *** 22/03/2019 06:37:10 AM 
Entrance Hall - Some light stains. Tenant advised that they had gastro/stomach flu.
Ref#OTRINS-26762275
*** Gavin Xu *** 22/03/2019 06:36:30 AM 
Entrance Hall - Overall in a fair condition. Agent noticed some cracks on ceiling and cornices most likely due to shifting of stumps. Some fair wear and tear on exterior eaves - weather worn. Carpets and tiled had a lot of small debri scattered and needed a good vacuum and mop.
Ref#OTRINS-26762269
*** Gavin Xu *** 22/03/2019 06:34:28 AM 
Garden Rear - Extremely overgrown and does require weeding and trimming. Tenant advised Landlord was to attend to first cut.
Ref#OTRINS-26762259"
rps_lng-HDO150022,rps_lng-RPT191491,Closed,Routine,2018-04-08,19:30:00,0 days 19:30:30,
rps_lng-HDO150030,rps_lng-HDO210366,Closed,Routine,2021-10-12,18:00:00,0 days 18:01:00,Inspection completed in IPX integration on 21/10/2021 by Scheduled Task
rps_lng-HDO150030,rps_lng-HDO220587,Closed,Routine,2023-05-03,11:00:00,0 days 11:04:00,Inspection completed in IPX integration on 05/05/2023 by Scheduled Task
rps_lng-HDO150030,rps_lng-HDO220587,Closed,Routine,2022-10-12,10:30:00,0 days 10:32:00,Inspection completed in IPX integration on 20/11/2022 by Scheduled Task
rps_lng-HDO150030,rps_lng-RPT191514,Closed,Routine,2017-04-24,14:10:00,0 days 14:10:30,
rps_lng-HDO150030,rps_lng-RPT191514,Closed,Routine,2016-10-26,16:16:00,0 days 16:16:30,
rps_lng-HDO150030,rps_lng-RPT191570,Closed,Routine,2019-03-22,10:45:00,0 days 10:45:15,"Completed: 2019-03-22 05:53:47
 Notes: *** Gavin Xu *** 24/03/2019 13:29:53 PM 
Kitchen/Meals - In a good, clean and presentable condition with no damages at time of inspection.
Ref#OTRINS-26808077
*** Gavin Xu *** 24/03/2019 13:29:51 PM 
Bedroom 1 - In a good, clean and presentable condition with no damages at time of inspection.
Ref#OTRINS-26808075
*** Gavin Xu *** 24/03/2019 13:29:48 PM 
Bedroom 2 - In a good, clean and presentable condition with no damages at time of inspection.
Ref#OTRINS-26808074
*** Gavin Xu *** 24/03/2019 13:29:45 PM 
Ensuite - In a good, clean and presentable condition with no damages at time of inspection. Soap residue on shower tiles.
Ref#OTRINS-26808073
*** Gavin Xu *** 24/03/2019 13:29:24 PM 
Bedroom 3 - In a good, clean and presentable condition with no damages at time of inspection.
Ref#OTRINS-26808072
*** Gavin Xu *** 24/03/2019 13:29:18 PM 
Bathroom 1 - In a good, clean and presentable condition with no damages at time of inspection.
Ref#OTRINS-26808071
*** Gavin Xu *** 24/03/2019 13:29:08 PM 
Garden Rear - Lawns are a bit patchy and a pile of green waste in a corner.
Ref#OTRINS-26808070
*** Gavin Xu *** 24/03/2019 13:28:39 PM 
Loungeroom - In a good, clean and presentable condition with no damages at time of inspection.
Ref#OTRINS-26808069
*** Gavin Xu *** 24/03/2019 13:28:21 PM 
Outdoor - Lawns slightly overgrown in patches but in an overall fair condition.
Ref#OTRINS-26808068
*** Gavin Xu *** 22/03/2019 06:44:44 AM 
Tenant advised that they would like a garden bin to dispose of the green waste as they have to attend to 2 council strips. Also that they have not had internet since moving in due to the NBN box not being installed. 
Ref#OTRINS-26762342"
rps_lng-HDO150038,rps_lng-RPT191455,Closed,Routine,2023-02-06,10:00:00,0 days 10:03:00,Inspection completed in IPX integration on 07/02/2023 by Scheduled Task
rps_lng-HDO150038,rps_lng-RPT191455,Closed,Routine,2022-02-04,10:00:00,0 days 10:03:00,Inspection completed in IPX integration on 23/02/2022 by Scheduled Task
rps_lng-HDO150038,rps_lng-RPT191455,Closed,Routine,2020-02-05,13:00:00,0 days 13:00:45,Inspection completed in IPX integration on 24/03/2020 by Reapit
rps_lng-HDO150038,rps_lng-RPT191455,Closed,Routine,2019-04-30,10:15:00,0 days 10:15:15,"Completed: 2019-05-23 00:25:24
 Notes: *** LongView Real Estate *** 23/05/2019 00:55:31 AM 
The property is in excellent condition and is clean, tidy and well presented. 
There is a fly screen missing in the master bedroom and a damaged fly screen in the second bedroom from the front of the house. Recommend two replacement screens be installed
Ref#OTRINS-29307293
*** LongView Real Estate *** 23/05/2019 00:52:31 AM 
Laundry - Clean and tidy in good condition
Ref#OTRINS-29306801
*** LongView Real Estate *** 23/05/2019 00:52:20 AM 
Bathroom 1 - Clean and tidy in good condition
Ref#OTRINS-29306800
*** LongView Real Estate *** 23/05/2019 00:50:42 AM 
Bedroom 4 - Clean and tidy, carpets are in good condition
Fly screen has been damaged by previous tenants. It looks like someone has tried to break in and the frame of the screen has been damaged causing the screen to pull away from the frame. Replacement screen required
Ref#OTRINS-29306633
*** LongView Real Estate *** 23/05/2019 00:50:27 AM 
Bedroom 3 - Clean and tidy and carpets are in good condition
Ref#OTRINS-29306632
*** LongView Real Estate *** 23/05/2019 00:50:10 AM 
Bedroom 2 - Clean and tidy, carpets are in good condition
Ref#OTRINS-29306631
*** LongView Real Estate *** 23/05/2019 00:49:56 AM 
Ensuite - Clean, tidy and well preseneted
Ref#OTRINS-29306621
*** LongView Real Estate *** 23/05/2019 00:49:43 AM 
Kitchen/Meals - Clean and well maintained. Stove, sinks, rangehood and oven are all clean and in good condition
Ref#OTRINS-29306606
*** LongView Real Estate *** 23/05/2019 00:48:55 AM 
Dining Room - Clean and tidy
Ref#OTRINS-29306480
*** LongView Real Estate *** 23/05/2019 00:47:45 AM 
Lounge Room - Well maintained, clean and tidy. Floors are in good condition.
Ref#OTRINS-29306228
*** LongView Real Estate *** 23/05/2019 00:47:17 AM 
Entry - Clean and tidy, floorboards are in good condition
Ref#OTRINS-29306098
*** LongView Real Estate *** 23/05/2019 00:47:02 AM 
Bedroom 1 - Bedroom is clean, tidy and well-presented. 
Fly screen is missing from the window and requires replacing
Ref#OTRINS-29306025
*** LongView Real Estate *** 23/05/2019 00:46:26 AM 
Yards - Back yard is well maintained and tidy
Ref#OTRINS-29305981"
rps_lng-HDO150038,rps_lng-RPT191455,Closed,Routine,2018-08-30,03:45:00,0 days 03:45:30,
rps_lng-HDO150038,rps_lng-RPT191455,Closed,Routine,2018-04-08,19:30:00,0 days 19:30:30,
rps_lng-HDO150038,rps_lng-RPT191455,Closed,Routine,2017-11-06,09:42:00,0 days 09:42:30,
rps_lng-HDO150038,rps_lng-RPT191455,Closed,Routine,2017-05-22,14:43:00,0 days 14:43:30,
rps_lng-HDO150038,rps_lng-RPT191455,Closed,Routine,2016-10-26,14:17:00,0 days 14:17:30,
rps_lng-HDO150046,rps_lng-CHA190010,Closed,Routine,2023-06-16,11:00:00,0 days 11:04:00,Inspection completed in IPX integration on 17/06/2023 by Scheduled Task
rps_lng-HDO150046,rps_lng-CHA190010,Closed,Routine,2022-11-22,11:00:00,0 days 11:03:00,Inspection completed in IPX integration on 02/12/2022 by Scheduled Task
rps_lng-HDO150046,rps_lng-CHA190010,Closed,Routine,2022-05-11,10:00:00,0 days 10:03:00,Inspection completed in IPX integration on 23/05/2022 by Reapit
rps_lng-HDO150046,rps_lng-CHA190010,Closed,Routine,2021-11-23,00:00:00,0 days 00:01:00,Inspection completed in IPX integration on 01/12/2021 by Scheduled Task
rps_lng-HDO150046,rps_lng-CHA190010,Closed,Routine,2021-06-23,11:00:00,0 days 11:04:00,Inspection completed in IPX integration on 04/07/2021 by Scheduled Task
rps_lng-HDO150046,rps_lng-CHA190010,Confirmed,Routine,2020-10-28,15:00:00,0 days 15:01:00,Inspection completed in IPX integration on 05/12/2020 by Scheduled Task
rps_lng-HDO150046,rps_lng-CHA190010,Closed,Routine,2020-03-03,14:00:00,0 days 14:00:30,Inspection completed in IPX integration on 29/04/2020 by Reapit
rps_lng-HDO150046,rps_lng-CHA190010,Closed,Routine,2019-06-30,23:00:00,0 days 23:01:00,
rps_lng-HDO150053,rps_lng-HDO191196,Closed,Routine,2023-03-02,10:00:00,0 days 10:03:00,Inspection completed in IPX integration on 03/03/2023 by Scheduled Task
rps_lng-HDO150053,rps_lng-HDO191196,Closed,Routine,2022-09-21,10:00:00,0 days 10:02:00,Inspection completed in IPX integration on 07/10/2022 by Scheduled Task
rps_lng-HDO150053,rps_lng-HDO191196,Closed,Routine,2022-03-23,10:00:00,0 days 10:03:00,Inspection completed in IPX integration on 15/04/2022 by Scheduled Task
rps_lng-HDO150053,rps_lng-HDO191196,Closed,Routine,2021-09-03,14:00:00,0 days 14:01:00,Inspection completed in IPX integration on 09/09/2021 by Scheduled Task
rps_lng-HDO150053,rps_lng-RPT190655,Closed,Routine,2017-05-22,12:44:00,0 days 12:44:30,
rps_lng-HDO150053,rps_lng-RPT190655,Closed,Routine,2016-10-26,15:22:00,0 days 15:22:30,
rps_lng-HDO150053,rps_lng-RPT191093,Closed,Routine,2018-04-08,19:30:00,0 days 19:30:30,
rps_lng-HDO160004,rps_lng-HDO200832,Closed,Routine,2023-03-23,10:00:00,0 days 10:03:00,Inspection completed in IPX integration on 24/03/2023 by Scheduled Task
rps_lng-HDO160004,rps_lng-HDO200832,Closed,Routine,2022-09-20,09:00:00,0 days 09:03:00,Inspection completed in IPX integration on 21/09/2022 by Scheduled Task
rps_lng-HDO160004,rps_lng-HDO200832,Closed,Routine,2022-03-31,09:00:00,0 days 09:03:00,Inspection completed in IPX integration on 15/04/2022 by Scheduled Task
rps_lng-HDO160004,rps_lng-HDO200832,Closed,Routine,2021-06-22,09:30:00,0 days 09:33:00,Inspection completed in IPX integration on 04/07/2021 by Scheduled Task
rps_lng-HDO160004,rps_lng-RPT190235,Closed,Routine,2018-07-17,22:36:00,0 days 22:36:30,
rps_lng-HDO160004,rps_lng-RPT190235,Closed,Routine,2018-04-08,19:30:00,0 days 19:30:30,
rps_lng-HDO160004,rps_lng-RPT190235,Closed,Routine,2017-03-03,11:05:00,0 days 11:05:30,
rps_lng-HDO160007,rps_lng-HDO190953,Closed,Routine,2022-07-14,10:00:00,0 days 10:02:00,Inspection completed in IPX integration on 27/07/2022 by Scheduled Task
rps_lng-HDO160007,rps_lng-HDO190953,Closed,Routine,2022-01-19,15:00:00,0 days 15:02:00,Inspection completed in IPX integration on 20/01/2022 by Scheduled Task
rps_lng-HDO160007,rps_lng-HDO190953,Closed,Routine,2021-07-05,08:00:00,0 days 08:03:00,Inspection completed in IPX integration on 19/08/2021 by Reapit
rps_lng-HDO160007,rps_lng-HDO190953,Confirmed,Routine,2020-10-29,00:00:00,0 days 00:01:00,Inspection completed in IPX integration on 10/11/2020 by Scheduled Task
rps_lng-HDO160007,rps_lng-HDO190953,Closed,Routine,2020-05-28,09:00:00,0 days 09:01:00,Inspection completed in IPX integration on 18/07/2020 by Scheduled Task
