tenancy_id,ID,DateTime,Type,Category,Description,IsCredit,IsDebit,Gross,Net,Balance,VAT,Unallocated,PaymentType,Rent_paid_to,Rent_credit
rps_lng-HDO190414,rps_lng-HDO23334095,2023-07-31T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 37402625,True,False,2173.0,2173.0,,,,,,0.0
rps_lng-HDO190418,rps_lng-HDO23322252,2023-07-30T00:00:00+01:00,Invoice,Rent,Rent from 30/07/2023 to 29/08/2023 for 30 Prominence Boulevard,False,True,1717.0,1717.0,-1767.0,,,,29/08/2023,
rps_lng-HDO190418,rps_lng-HDO23348986,2023-08-08T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 48729370,True,False,1792.0,1792.0,,,,,,0.0
rps_lng-HDO190421,rps_lng-HDO23085815,2023-03-01T00:00:00+00:00,Invoice,Rent,Rent from 01/03/2023 to 31/03/2023 for 22 Whitebark Street,False,True,1738.0,1738.0,-1738.0,,,,31/03/2023,
rps_lng-HDO190421,rps_lng-HDO23101082,2023-03-03T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 37402278,True,False,1738.0,1738.0,,,,,,0.0
rps_lng-HDO190423,rps_lng-HDO23362436,2023-08-16T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 37402302,True,False,456.25,456.25,-588.25,,,,,0.0
rps_lng-HDO190423,rps_lng-HDO23320049,2023-07-27T00:00:00+01:00,Invoice,Rent,Rent from 27/07/2023 to 26/08/2023 for 20 Stoneyfell Road,False,True,1825.0,1825.0,-1957.0,,588.25,,26/08/2023,
rps_lng-HDO190464,rps_lng-HDO23329168,2023-08-02T00:00:00+01:00,Invoice,Rent,Rent from 02/08/2023 to 01/09/2023 for 24 Monarma Walk,False,True,2173.0,2173.0,-2173.0,,,,01/09/2023,
rps_lng-HDO190464,rps_lng-HDO23338953,2023-08-02T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 24MONARMAWALK,True,False,2173.0,2173.0,,,,,,0.0
rps_lng-HDO190584,rps_lng-HDO23346368,2023-08-13T00:00:00+01:00,Invoice,Rent,Rent from 13/08/2023 to 12/09/2023 for 55 Crefden Street,False,True,2216.0,2216.0,-2216.0,,,,12/09/2023,
rps_lng-HDO190584,rps_lng-HDO23358365,2023-08-14T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 55CREFDENSTREET-2,True,False,2216.0,2216.0,,,,,,0.0
rps_lng-HDO190599,rps_lng-HDO23282959,2023-07-28T00:00:00+01:00,Invoice,Rent,Rent from 28/07/2023 to 27/08/2023 for 17 Cortona Grange,False,True,1760.0,1760.0,,,,,27/08/2023,
rps_lng-HDO190599,rps_lng-HDO23254674,2023-06-13T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 40821472,True,False,1760.0,1760.0,5131.0,,,,,5131.0
rps_lng-HDO190706,rps_lng-HDO23343996,2023-08-12T00:00:00+01:00,Invoice,Rent,Rent from 12/08/2023 to 11/09/2023 for 71A Rowan Drive,False,True,1695.0,1695.0,,,,,11/09/2023,
rps_lng-HDO190706,rps_lng-HDO23340848,2023-08-03T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 39757968,True,False,847.5,847.5,1695.0,,,,,1695.0
rps_lng-HDO190718,rps_lng-HDO23344156,2023-08-11T00:00:00+01:00,Invoice,Rent,Rent from 11/08/2023 to 10/09/2023 for 2 Oxbow Walk,False,True,1652.0,1652.0,-1652.0,,,,10/09/2023,
rps_lng-HDO190718,rps_lng-HDO23356273,2023-08-11T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 37690146,True,False,1652.0,1652.0,,,,,,0.0
rps_lng-HDO190783,rps_lng-HDO23329105,2023-08-02T00:00:00+01:00,Invoice,Rent,Rent from 02/08/2023 to 01/09/2023 for 13 Washington Street,False,True,1521.0,1521.0,-1521.0,,,,01/09/2023,
rps_lng-HDO190783,rps_lng-HDO23338929,2023-08-02T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 13WASHINGTONSTREET,True,False,1521.0,1521.0,,,,,,0.0
rps_lng-HDO190784,rps_lng-HDO23266024,2023-06-20T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 9/2-10MONCKTONPLAC,True,False,1673.0,1673.0,,,,,,0.0
rps_lng-HDO190784,rps_lng-HDO23256651,2023-06-20T00:00:00+01:00,Invoice,Rent,Rent from 20/06/2023 to 19/07/2023 for 9/2-10 Monckton Place,False,True,1673.0,1673.0,-1673.0,,,,19/07/2023,
rps_lng-HDO190799,rps_lng-HDO23355470,2023-08-18T00:00:00+01:00,Invoice,Rent,Rent from 18/08/2023 to 17/09/2023 for 44 Boronia Avenue,False,True,1673.0,1673.0,-1673.0,,1673.0,,17/09/2023,
rps_lng-HDO190799,rps_lng-HDO23314569,2023-07-18T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 44BORONIAAVENUE,True,False,1673.0,1673.0,,,,,,0.0
rps_lng-HDO190843,rps_lng-HDO23334073,2023-07-31T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 40411985,True,False,1998.0,1998.0,2303.0,,326.0,,,2303.0
rps_lng-HDO190843,rps_lng-HDO23326598,2023-08-01T00:00:00+01:00,Invoice,Rent,Rent from 01/08/2023 to 31/08/2023 for 20 Delias Road,False,True,1977.0,1977.0,326.0,,,,31/08/2023,
rps_lng-HDO190844,rps_lng-HDO23130534,2023-03-24T00:00:00+00:00,Credit Note,Rent,Lost Management,True,False,313.05,313.05,,,,,,
rps_lng-HDO190844,rps_lng-HDO22476851,2022-11-03T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 37761806,True,False,1587.0,1587.0,-500.0,,,,,0.0
rps_lng-HDO190847,rps_lng-HDO23105331,2023-03-07T00:00:00+00:00,Payment,Tenant Payment,Tenant repayment,False,True,768.35,768.35,,,,,,0.0
rps_lng-HDO190847,rps_lng-HDO23092922,2023-03-06T00:00:00+00:00,Invoice,Rent,Rent from 03/03/2023 to 12/03/2023 for 12 Southdown Rise,False,True,390.08,390.08,768.35,,,,12/03/2023,
rps_lng-HDO190910,rps_lng-HDO23235882,2023-05-31T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 49682461,True,False,4260.0,4260.0,5434.0,,,,,5434.0
rps_lng-HDO190910,rps_lng-HDO23245295,2023-06-03T00:00:00+01:00,Invoice,Rent,Rent from 03/06/2023 to 02/07/2023 for 2 Harslett Street,False,True,2130.0,2130.0,3304.0,,,,02/07/2023,
rps_lng-HDO190944,rps_lng-HDO23332190,2023-07-28T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 39309695,True,False,2216.0,2216.0,2638.0,,465.0,,,2638.0
rps_lng-HDO190944,rps_lng-HDO23320265,2023-07-29T00:00:00+01:00,Invoice,Rent,Rent from 29/07/2023 to 28/08/2023 for 9/6-8 Brentwood Avenue,False,True,2173.0,2173.0,465.0,,,,28/08/2023,
rps_lng-HDO190953,rps_lng-HDO23282462,2023-06-29T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 48729610    059879SJ Higgins PL,True,False,1716.0,1716.0,,,,,,0.0
rps_lng-HDO190953,rps_lng-HDO23240035,2023-06-09T00:00:00+01:00,Invoice,Rent,Rent from 09/06/2023 to 08/07/2023 for 10/2 Monckton Place,False,True,1716.0,1716.0,-1716.0,,,,08/07/2023,
rps_lng-HDO191007,rps_lng-HDO23324705,2023-07-25T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 43WILLIAMSLANDIN-1,True,False,2042.0,2042.0,,,,,,0.0
rps_lng-HDO191007,rps_lng-HDO23315837,2023-07-25T00:00:00+01:00,Invoice,Rent,Rent from 25/07/2023 to 24/08/2023 for 43 Williams Landing Boulevard,False,True,2042.0,2042.0,-2042.0,,,,24/08/2023,
rps_lng-HDO191065,rps_lng-HDO23360625,2023-08-15T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 37692225,True,False,3020.0,3020.0,30.0,,30.0,,,30.0
rps_lng-HDO191065,rps_lng-HDO23348688,2023-08-14T00:00:00+01:00,Invoice,Rent,Rent from 14/08/2023 to 13/09/2023 for 8D/29 Queens Road,False,True,3020.0,3020.0,-2990.0,,,,13/09/2023,
rps_lng-HDO191101,rps_lng-HDO23332182,2023-07-28T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 39310883,True,False,2107.0,2107.0,2152.8,,45.8,,,2152.8
rps_lng-HDO191101,rps_lng-HDO23357874,2023-08-20T00:00:00+01:00,Invoice,Rent,Rent from 20/08/2023 to 19/09/2023 for 1713/18 Mt Alexander Road,False,True,2107.0,2107.0,45.8,,,,19/09/2023,
rps_lng-HDO191196,rps_lng-HDO23331119,2023-08-03T00:00:00+01:00,Invoice,Rent,Rent from 03/08/2023 to 02/09/2023 for 5 Crystal Road,False,True,1651.0,1651.0,-1651.0,,,,02/09/2023,
rps_lng-HDO191196,rps_lng-HDO23340891,2023-08-03T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 37691037,True,False,1651.0,1651.0,,,,,,0.0
rps_lng-HDO191216,rps_lng-HDO23320072,2023-07-29T00:00:00+01:00,Invoice,Rent,Rent from 29/07/2023 to 28/08/2023 for 15 Attunga Grove,False,True,1630.0,1630.0,-1630.0,,,,28/08/2023,
rps_lng-HDO191216,rps_lng-HDO23334385,2023-07-31T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 15ATTUNGAGROVE,True,False,1630.0,1630.0,,,,,,0.0
rps_lng-HDO191247,rps_lng-HDO23335344,2023-07-29T00:00:00+01:00,Invoice,Rent,Rent from 29/07/2023 to 28/08/2023 for 18 Stoneyfell Road,False,True,2260.0,2260.0,2260.0,,,,28/08/2023,
rps_lng-HDO191247,rps_lng-HDO23316219,2023-07-19T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 49675291,True,False,4520.0,4520.0,4520.0,,,,,4520.0
rps_lng-HDO200022,rps_lng-HDO23346810,2023-08-07T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 39314364,True,False,2260.0,2260.0,1.0,,1.0,,,1.0
rps_lng-HDO200022,rps_lng-HDO23333685,2023-08-06T00:00:00+01:00,Invoice,Rent,Rent from 06/08/2023 to 05/09/2023 for 106/109 Anderson Street,False,True,2260.0,2260.0,-2259.0,,,,05/09/2023,
rps_lng-HDO200026,rps_lng-HDO23329482,2023-07-27T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 25CRESSYSTREET-1,True,False,1955.0,1955.0,,,,,,0.0
rps_lng-HDO200026,rps_lng-HDO23320113,2023-07-27T00:00:00+01:00,Invoice,Rent,Rent from 27/07/2023 to 26/08/2023 for 25 Cressy Street,False,True,1955.0,1955.0,-1955.0,,,,26/08/2023,
rps_lng-HDO200062,rps_lng-HDO22241753,2022-06-14T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 42137398,True,False,1304.0,1304.0,,,,,,0.0
rps_lng-HDO200062,rps_lng-HDO22232106,2022-06-12T00:00:00+01:00,Invoice,Rent,Rent from 12/06/2022 to 11/07/2022 for 1/20 Duke Street,False,True,1304.0,1304.0,-1304.0,,,,11/07/2022,
rps_lng-HDO200134,rps_lng-HDO23347190,2023-08-07T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 43KURRALICRESCEN-1,True,False,1825.0,1825.0,,,,,,0.0
rps_lng-HDO200134,rps_lng-HDO23336375,2023-08-07T00:00:00+01:00,Invoice,Rent,Rent from 07/08/2023 to 06/09/2023 for 43 Kurrali Crescent,False,True,1825.0,1825.0,-1825.0,,,,06/09/2023,
rps_lng-HDO200181,rps_lng-HDO23349849,2023-08-09T00:00:00+01:00,Debit Adjustment,Tenant Payment,Adjust assignment of: Tenancy Receipt Ref: HOMETIME          HOMETIME GROUP P,False,True,2620.99,2620.99,,,,,,0.0
rps_lng-HDO200233,rps_lng-HDO23358092,2023-08-14T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 39758404,True,False,361.0,361.0,560.57,,,,,560.57
rps_lng-HDO200233,rps_lng-HDO23350458,2023-08-15T00:00:00+01:00,Invoice,Rent,Rent from 15/08/2023 to 14/09/2023 for 2/41 Latham Street,False,True,1564.0,1564.0,-1003.43,,1003.43,,14/09/2023,
rps_lng-HDO200265,rps_lng-HDO23340848,2023-08-03T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 39757968,True,False,847.5,847.5,1695.0,,,,,1695.0
rps_lng-HDO200265,rps_lng-HDO23343996,2023-08-12T00:00:00+01:00,Invoice,Rent,Rent from 12/08/2023 to 11/09/2023 for 71A Rowan Drive,False,True,1695.0,1695.0,,,,,11/09/2023,
rps_lng-HDO200294,rps_lng-HDO23256651,2023-06-20T00:00:00+01:00,Invoice,Rent,Rent from 20/06/2023 to 19/07/2023 for 9/2-10 Monckton Place,False,True,1673.0,1673.0,-1673.0,,,,19/07/2023,
rps_lng-HDO200294,rps_lng-HDO23266024,2023-06-20T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 9/2-10MONCKTONPLAC,True,False,1673.0,1673.0,,,,,,0.0
rps_lng-HDO200327,rps_lng-HDO23304321,2023-07-17T00:00:00+01:00,Invoice,Rent,Rent from 17/07/2023 to 16/08/2023 for 3/222 Keilor Road,False,True,1739.0,1739.0,-1035.75,,,,16/08/2023,
rps_lng-HDO200327,rps_lng-HDO23316138,2023-07-19T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 40411514,True,False,1827.0,1827.0,791.25,,791.25,,,791.25
rps_lng-HDO200358,rps_lng-HDO23299359,2023-07-09T00:00:00+01:00,Credit Note,Rent,No longer manage/Resider Real Estate,True,False,264.0,264.0,,,,,,
rps_lng-HDO200358,rps_lng-HDO23267916,2023-06-21T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 40411837,True,False,1717.0,1717.0,1453.0,,,,,1453.0
rps_lng-HDO200373,rps_lng-HDO23326598,2023-08-01T00:00:00+01:00,Invoice,Rent,Rent from 01/08/2023 to 31/08/2023 for 20 Delias Road,False,True,1977.0,1977.0,326.0,,,,31/08/2023,
rps_lng-HDO200373,rps_lng-HDO23334073,2023-07-31T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 40411985,True,False,1998.0,1998.0,2303.0,,326.0,,,2303.0
rps_lng-HDO200504,rps_lng-HDO23324509,2023-07-25T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 42353649,True,False,1738.0,1738.0,831.0,,,,,831.0
rps_lng-HDO200504,rps_lng-HDO23326848,2023-08-01T00:00:00+01:00,Invoice,Rent,Rent from 01/08/2023 to 31/08/2023 for 15 Edge View,False,True,1695.0,1695.0,-864.0,,864.0,,31/08/2023,
rps_lng-HDO200511,rps_lng-HDO22210871,2022-05-24T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 40412025,True,False,1390.0,1390.0,,,,,,0.0
rps_lng-HDO200511,rps_lng-HDO22276390,2022-07-05T00:00:00+01:00,Credit Note,Rent,No longer manage,True,False,1390.0,1390.0,,,,,,
rps_lng-HDO200517,rps_lng-HDO23334087,2023-07-31T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 43397645,True,False,2086.0,2086.0,1955.0,,,,,1955.0
rps_lng-HDO200517,rps_lng-HDO23331246,2023-08-04T00:00:00+01:00,Invoice,Rent,Rent from 04/08/2023 to 03/09/2023 for 20 Stoneleigh Circuit,False,True,2086.0,2086.0,-131.0,,131.0,,03/09/2023,
rps_lng-HDO200582,rps_lng-HDO23352656,2023-08-16T00:00:00+01:00,Invoice,Rent,Rent from 16/08/2023 to 15/09/2023 for 22 Prairie Place,False,True,1781.0,1781.0,-1781.0,,,,15/09/2023,
rps_lng-HDO200582,rps_lng-HDO23362681,2023-08-16T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 22PRAIRIEPLACE,True,False,1781.0,1781.0,,,,,,0.0
rps_lng-HDO200612,rps_lng-HDO23320274,2023-07-27T00:00:00+01:00,Invoice,Rent,Rent from 27/07/2023 to 26/08/2023 for 7 Mossop Road,False,True,1738.0,1738.0,-1738.0,,,,26/08/2023,
rps_lng-HDO200612,rps_lng-HDO23329532,2023-07-27T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 7MOSSOPROAD-2,True,False,1738.0,1738.0,,,,,,0.0
rps_lng-HDO200614,rps_lng-HDO23283079,2023-07-12T00:00:00+01:00,Invoice,Rent,Rent from 12/07/2023 to 11/08/2023 for 28 Holbrook Crescent,False,True,1716.0,1716.0,,,,,11/08/2023,
rps_lng-HDO200614,rps_lng-HDO23318092,2023-07-20T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT I/CCd VD 0040822348,True,False,716.0,716.0,716.0,,,,,716.0
rps_lng-HDO200630,rps_lng-HDO23282959,2023-07-28T00:00:00+01:00,Invoice,Rent,Rent from 28/07/2023 to 27/08/2023 for 17 Cortona Grange,False,True,1760.0,1760.0,,,,,27/08/2023,
rps_lng-HDO200630,rps_lng-HDO23254674,2023-06-13T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 40821472,True,False,1760.0,1760.0,5131.0,,,,,5131.0
rps_lng-HDO200638,rps_lng-HDO23344458,2023-08-10T00:00:00+01:00,Invoice,Rent,Rent from 10/08/2023 to 09/09/2023 for 6 Aintree Street,False,True,2390.0,2390.0,-2390.0,,,,09/09/2023,
rps_lng-HDO200638,rps_lng-HDO23353318,2023-08-10T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 6AINTREESTREET-1,True,False,2390.0,2390.0,,,,,,0.0
rps_lng-HDO200641,rps_lng-HDO23355473,2023-08-18T00:00:00+01:00,Invoice,Rent,Rent from 18/08/2023 to 17/09/2023 for 303/81 Queens Road,False,True,1434.0,1434.0,-1584.0,,1434.0,,17/09/2023,
rps_lng-HDO200641,rps_lng-HDO23316109,2023-07-19T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 40821647,True,False,1282.0,1282.0,-150.0,,,,,0.0
rps_lng-HDO200656,rps_lng-HDO22251242,2022-06-21T00:00:00+01:00,Payment,Tenant Payment,Tenant repayment,False,True,100.0,100.0,,,,,,0.0
rps_lng-HDO200656,rps_lng-HDO21320793,2021-09-04T00:00:00+01:00,Invoice,Rent,Rent from 04/09/2021 to 06/09/2021 for 17 Old Course Crescent,False,True,160.67,160.67,-1353.67,,,,06/09/2021,
rps_lng-HDO200677,rps_lng-HDO23332232,2023-07-28T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 2BBURTONSTREET,True,False,1695.0,1695.0,,,,,,0.0
rps_lng-HDO200677,rps_lng-HDO23320477,2023-07-28T00:00:00+01:00,Invoice,Rent,Rent from 28/07/2023 to 27/08/2023 for 2B Burton Street,False,True,1695.0,1695.0,-1695.0,,,,27/08/2023,
rps_lng-HDO200768,rps_lng-HDO23332198,2023-07-28T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 40823833,True,False,2390.0,2390.0,2390.0,,,,,2390.0
rps_lng-HDO200768,rps_lng-HDO23319969,2023-07-29T00:00:00+01:00,Invoice,Rent,Rent from 29/07/2023 to 28/08/2023 for 22/106 Southbank Boulevard,False,True,2390.0,2390.0,,,,,28/08/2023,
rps_lng-HDO200807,rps_lng-HDO22484968,2022-11-08T00:00:00+00:00,Payment,Tenant Payment,Tenant repayment,False,True,924.0,924.0,,,,,,0.0
rps_lng-HDO200807,rps_lng-HDO22402593,2022-09-24T00:00:00+01:00,Invoice,Rent,Rent from 24/09/2022 to 23/10/2022 for 15 Windmill Way,False,True,1629.0,1629.0,924.0,,,,23/10/2022,
rps_lng-HDO200808,rps_lng-HDO23321114,2023-07-21T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 44FEWSTERCIRCUIT,True,False,1477.0,1477.0,,,,,,0.0
rps_lng-HDO200808,rps_lng-HDO23360293,2023-08-21T00:00:00+01:00,Invoice,Rent,Rent from 21/08/2023 to 20/09/2023 for 44 Fewster Circuit,False,True,1477.0,1477.0,-1477.0,,1477.0,,20/09/2023,
rps_lng-HDO200831,rps_lng-HDO23360518,2023-08-15T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 41411604,True,False,1600.0,1600.0,1701.0,,101.0,,,1701.0
rps_lng-HDO200831,rps_lng-HDO23352828,2023-08-16T00:00:00+01:00,Invoice,Rent,Rent from 16/08/2023 to 15/09/2023 for 805/108 Flinders Street,False,True,1600.0,1600.0,101.0,,,,15/09/2023,
rps_lng-HDO200832,rps_lng-HDO23332123,2023-07-28T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 41411612,True,False,1565.0,1565.0,1892.0,,327.0,,,1892.0
rps_lng-HDO200832,rps_lng-HDO23329100,2023-08-02T00:00:00+01:00,Invoice,Rent,Rent from 02/08/2023 to 01/09/2023 for 3/11 Troward Harvey Way,False,True,1565.0,1565.0,327.0,,,,01/09/2023,
rps_lng-HDO200840,rps_lng-HDO23358365,2023-08-14T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 55CREFDENSTREET-2,True,False,2216.0,2216.0,,,,,,0.0
rps_lng-HDO200840,rps_lng-HDO23346368,2023-08-13T00:00:00+01:00,Invoice,Rent,Rent from 13/08/2023 to 12/09/2023 for 55 Crefden Street,False,True,2216.0,2216.0,-2216.0,,,,12/09/2023,
rps_lng-HDO200843,rps_lng-HDO23334087,2023-07-31T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 43397645,True,False,2086.0,2086.0,1955.0,,,,,1955.0
rps_lng-HDO200843,rps_lng-HDO23331246,2023-08-04T00:00:00+01:00,Invoice,Rent,Rent from 04/08/2023 to 03/09/2023 for 20 Stoneleigh Circuit,False,True,2086.0,2086.0,-131.0,,131.0,,03/09/2023,
rps_lng-HDO200846,rps_lng-HDO23285091,2023-07-07T00:00:00+01:00,Invoice,Rent,Rent from 07/07/2023 to 06/08/2023 for 51 Rowan Drive,False,True,1738.0,1738.0,-100.0,,,,06/08/2023,
rps_lng-HDO200846,rps_lng-HDO23329376,2023-07-27T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 41411752,True,False,1738.0,1738.0,1638.0,,1638.0,,,1638.0
rps_lng-HDO200885,rps_lng-HDO23346266,2023-08-13T00:00:00+01:00,Invoice,Rent,Rent from 13/08/2023 to 12/09/2023 for 16 Winona Circuit,False,True,1825.0,1825.0,-1825.0,,,,12/09/2023,
rps_lng-HDO200885,rps_lng-HDO23358195,2023-08-14T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 41412099,True,False,1825.0,1825.0,,,,,,0.0
rps_lng-HDO200956,rps_lng-HDO23353148,2023-08-10T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT I/Tfr 0041410309,True,False,1608.0,1608.0,1608.0,,,,,1608.0
rps_lng-HDO200956,rps_lng-HDO23344134,2023-08-12T00:00:00+01:00,Invoice,Rent,Rent from 12/08/2023 to 11/09/2023 for 28/14 Bell Street,False,True,1608.0,1608.0,,,,,11/09/2023,
rps_lng-HDO200958,rps_lng-HDO22349497,2022-08-19T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 41410325,True,False,507.78,507.78,-533.55,,,,,0.0
rps_lng-HDO200958,rps_lng-HDO22429987,2022-10-05T00:00:00+01:00,Credit Note,Rent,Tenant vacated 6/8/22,True,False,56.38,56.38,,,,,,
rps_lng-HDO200970,rps_lng-HDO23357796,2023-08-20T00:00:00+01:00,Invoice,Rent,Rent from 20/08/2023 to 19/09/2023 for 28 Fellows Street,False,True,1586.0,1586.0,-1586.0,,1586.0,,19/09/2023,
rps_lng-HDO200970,rps_lng-HDO23318298,2023-07-20T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 28FELLOWSSTREET-1,True,False,1586.0,1586.0,,,,,,0.0
rps_lng-HDO200977,rps_lng-HDO23346461,2023-08-13T00:00:00+01:00,Invoice,Rent,Rent from 13/08/2023 to 12/09/2023 for 22 Timbarra Chase,False,True,1630.0,1630.0,-1630.0,,,,12/09/2023,
rps_lng-HDO200977,rps_lng-HDO23358363,2023-08-14T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 22TIMBARRACHASE-1,True,False,1630.0,1630.0,,,,,,0.0
rps_lng-HDO200984,rps_lng-HDO23331551,2023-08-04T00:00:00+01:00,Invoice,Rent,Rent from 04/08/2023 to 03/09/2023 for 2/59 Doherty Street,False,True,1673.0,1673.0,,,,,03/09/2023,
rps_lng-HDO200984,rps_lng-HDO23362470,2023-08-16T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 48731459,True,False,1673.0,1673.0,1673.0,,1673.0,,,1673.0
rps_lng-HDO201013,rps_lng-HDO23315837,2023-07-25T00:00:00+01:00,Invoice,Rent,Rent from 25/07/2023 to 24/08/2023 for 43 Williams Landing Boulevard,False,True,2042.0,2042.0,-2042.0,,,,24/08/2023,
rps_lng-HDO201013,rps_lng-HDO23324705,2023-07-25T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 43WILLIAMSLANDIN-1,True,False,2042.0,2042.0,,,,,,0.0
rps_lng-HDO201019,rps_lng-HDO23355369,2023-08-18T00:00:00+01:00,Invoice,Rent,Rent from 18/08/2023 to 17/09/2023 for 17 Stoneyfell Road,False,True,1782.0,1782.0,-1611.27,,1611.27,,17/09/2023,
rps_lng-HDO201019,rps_lng-HDO23322678,2023-07-24T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 41410820,True,False,1782.0,1782.0,170.73,,,,,170.73
rps_lng-HDO201029,rps_lng-HDO21396989,2021-10-18T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 41410911,True,False,1651.0,1651.0,3.0,,3.0,,,3.0
rps_lng-HDO201029,rps_lng-HDO21386431,2021-10-16T00:00:00+01:00,Invoice,Rent,Rent from 16/10/2021 to 15/11/2021 for 30 Little Windrock Lane,False,True,1651.0,1651.0,-1648.0,,,,15/11/2021,
rps_lng-HDO201070,rps_lng-HDO22135736,2022-04-04T00:00:00+01:00,Credit Note,Rent,No Longer Manage,True,False,102.0,102.0,,,,,,
rps_lng-HDO201070,rps_lng-HDO22134239,2022-04-01T00:00:00+01:00,Payment,Tenant Payment,"Tenancy Receipt Ref: 014337247-14954901RTBA,7 GUAVA STR",True,False,1738.0,1738.0,-102.0,,,,,0.0
rps_lng-HDO210018,rps_lng-HDO23362162,2023-08-22T00:00:00+01:00,Invoice,Rent,Rent from 22/08/2023 to 21/09/2023 for 407/1 Roy Street,False,True,2086.0,2086.0,-2260.0,,2086.0,,21/09/2023,
