creditor_id,name,company_name,abn,address_unit,address_street_no,address_street_1,address_street_2,address_suburb,address_state,address_postcode,mailing_address_unit,mailing_address_street_no,mailing_address_street_1,mailing_address_street_2,mailing_address_suburb,mailing_address_state,mailing_address_postcode,preferred_email,preferred_phone,additional_emails,additional_phones,other_contact_info,preferred_comm_method,default_account_code,is_gst_exempt,is_priority,is_strata_creditor,strata_plan_number,strata_building_name,strata_self_managed,strata_building_street_no,strata_building_street_1,strata_building_street_2,strata_building_suburb,strata_building_state,strata_building_postcode,payment_method,cheque_pay_to,eft_account_name,eft_account_bsb,eft_account_no,bpay_reference,contact_[n]_id,contact_[n]_type,tag_[group name]
rps_lng-HDO14002397,,Plumbcare,,23/11,,Bryants Road,,Dandenong,,3175,,,,,,,,service@plumbcare.com.au,,,,,service@plumbcare.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO12001495,,Omega Corporate Security,,256,,Hyde Street,,Yarraville,Vic,3013,,,,,,,,omega@omegacorp.com.au,,,Fax 0396893488,,omega@omegacorp.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19005924,,Non-Stop Locksmiths,,,,PO Box 3085,,Moorabbin East,VIC,3189,,,,,,,,info@nonstoplocksmiths.com.au,,,Mobile 0418 444 166,,info@nonstoplocksmiths.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO12003003,,RJG Electrics,,47,,Manton Road,,Clayton,VIC,3168,,,,,,,,rjgelectrics@tpg.com.au,,,,,rjgelectrics@tpg.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-WES19000025,,Toscano Plumbing,,4/31-33,,Greenaway Street,,Bulleen,VIC,3105,,,,,,,,service@toscanoplumbing.com.au,Work 1300 867 226,,,,service@toscanoplumbing.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-WES19000006,Keilor East,Advance Glass Australia,,3/2,,Slater Parade,,Keilor East,VIC,3033,,,,,,,,admin@advanceglass.com.au,,,Home 93077412,,admin@advanceglass.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-CVA21004222,,EG Shower Repairs,,43.35,,David Street,,DANDENONG,VIC,3175,,,,,,,,sidiqi.hameed@gmail.com,,,,,sidiqi.hameed@gmail.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO12001460,,Do All Appliances,,34,,Bignell Road,,Moorabbin,Vic,3189,,,,,,,,bookings@doallappliances.com.au,,,Mobile 0425 777 976 Fax (03) 9553 0708,,bookings@doallappliances.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO15002958,,1. Portervac,,,,PO Box 182,,The Basin,Vic,3154,,,,,,,,service@portervac.com.au,,,,,service@portervac.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-WES19000008,,Jims Antennas,,2109,,,,Greenvale,VIC,3059,,,,,,,,admin@jims.net,Work 0402 956 100,,,,admin@jims.net,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO20000588,,AGH Plumbing Services,,31,,Outlook Drive,,Dandenong North,VIC,3175,,,,,,,,agh@bigpond.net.au,,,,,agh@bigpond.net.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-DRE20000110,,Ability Electrical Services,,,,,,,,,,,,,,,,dylan@abilityes.com.au,,,Mobile 0450069998,,dylan@abilityes.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO18002179,,MJ Electrical Services Pty Ltd,,7,,Finley Crt,,Wantirna Sth,Vic,3152,,,,,,,,mjelectricalmelb@gmail.com,,,,,mjelectricalmelb@gmail.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO18000954,,Dibs Plumbing,,,,,,,,,,,,,,,,samndib@gmail.com,,,Mobile 0450923820,,samndib@gmail.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO21000024,,Time Saver Garden Service,,6,,Coolidge Wynd,,Macleod,VIC,3085,,,,,,,,cmcnicol69@gmail.com,,,Mobile 0411499459,,cmcnicol69@gmail.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO14000933,,Eastoe Electrical,,1/150,,Donald Street,,Brunswick East,Vic,3057,,,,,,,,info@eastoeelectrical.com.au,,,Mobile 0413 978 587,,info@eastoeelectrical.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-JAM22000014,,Frankly Plumbing Pty Ltd,,,,PO BOX 145,,Coburg,VIC,3058,,,,,,,,info@franklyplumbing.com.au,Work 03 9000 9272,,,,info@franklyplumbing.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-WES20000008,,Flood Response Pty Ltd,,,,PO BOX 81,,Parkville,VIC,3052,,,,,,,,walterr@floodresponse.com.au,Work 1300 819 396,,Mobile 0447 109 101,,walterr@floodresponse.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19002113,,Just Doors & Screens,,18,,Milne St,Thomastown VIC 3074,,,,,,,,,,,info@justdoorsandscreens.com.au,Work 9464 0764,,,,info@justdoorsandscreens.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO21001981,,Araysa Building Maintenance,,88A,,Lorimer Street,,Port Melbourne,VIC,3207,,,,,,,,info@araysa.com.au,Work 1300 272 972,,Mobile 0407 939 367,,info@araysa.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19002247,,Precision Locksmiths,,,,NO-ADDRESS,,,,,,,,,,,,service@precisionlocksmiths.com.au,Work 9974 2000,,,,service@precisionlocksmiths.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO20000457,,South Side Electrics,,156,,Clipper Qy,,Safety Beach,VIC,3936,,,,,,,,mark@southsideelectrics.com.au,,,,,mark@southsideelectrics.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-JAM20000137,,Northern Appliance Repairs,,12,,Southdown Rise,,Mernda,VIC,3754,,,,,,,,raysimpson@iinet.net.au,Work 0414 682 946,,,,raysimpson@iinet.net.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO18002089,,Peter Professional Services,,17,,Highvale Road,,Glen Waverley,VIC,3150,,,,,,,,petertheprofessional@gmail.com,,,Mobile 0420 348 101,,petertheprofessional@gmail.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO21000174,,RACV Emergency Home Assist,,,,-,,,,,,,,,,,,homeservadmin@racv.com.au,,,,,homeservadmin@racv.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO16001002,,O'Brien Appliance Repair,,,,Po box 8225,,Carrum,Downs,3201,,,,,,,,obrienapplianceservice@gmail.com,,,,,obrienapplianceservice@gmail.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO17001412,,Metrocool  Refrigeration & Air-Conditioning,,1/47,,Railway Avenue,,Werribee,VIC,3030,,,,,,,,admin@metrocool.com.au,,,,,admin@metrocool.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO14002395,,Master Tech Appliance Services,,9,,Kirkham Road,,Dandenong,,3175,,,,,,,,admin@master-tech.com.au,,,,,admin@master-tech.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO08001850,,Derek's Carpet Care Pty Ltd,,,,PO Box 3132,,Moorabbin East,Vic,3189,,,,,,,,,,,Mobile 0419 324 683,,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO18000980,,GV Property Maintenance,,19,,Carbeen Drive,,,,,,,,,,,,gvpropertymaintenance@gmail.com,,,Mobile 0407407401,,gvpropertymaintenance@gmail.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO08001946,,2 Duct Masters Vic Pty Ltd,,18/634-644,,Mitcham Road,,Vermont,Vic,3155,,,,,,,,office@ductmasters.com.au,Work 1300 247 382,,,,office@ductmasters.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO08001927,,B & D Prestige Cleaning,,14,,Chuancy Way,,Lynbrook,Vic,3175,,,,,,,,contact@prestigecleaning.com.au,,,Mobile 0403 390 519,,contact@prestigecleaning.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19004177,,Elite Property Service,,,,,,,,,,,,,,,,craig@elitepropertyservice.com.au,,,Mobile 0422 276 266,,craig@elitepropertyservice.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO14000888,,Diverse Appliance Service,,7/80,,Mills Road,,Braeside,VIC,3195,,,,,,,,service@diverseappliances.com.au,Work 9580 2186,,Mobile 0403 644 397 D Fax 03 9505 0253,,service@diverseappliances.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO13000971,,Solutions Built Carpentry & Construct,,8/7,,Dickens Street,,Elwood,Vic,3184,,,,,,,,solutionsbuilt@gmail.com,,,Mobile 0419 509 775,,solutionsbuilt@gmail.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19004528,,Hire A Hubby South Yarra - General Inquiries,,,,,,,,,,,,,,,,southyarra.vic@hireahubby.com.au,Work 1300 171 790,,,,southyarra.vic@hireahubby.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO20000602,,Cornerstone Property Group,,16/345,,Plummer Street,,Port Melbourne,VIC,3207,,,,,,,,info@cornerstonepg.com.au,Work 1300 945 116,,Mobile 0431 219 179,,info@cornerstonepg.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO16000967,,Australian Essential Services Group,,,,PO Box 288,,Ivanhoe,Vic,3079,,,,,,,,accounts@aesg.com.au,,,Fax 03 9499 4693,,accounts@aesg.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO15001008,,C'est La Vie Cleaning,,,,PO Box 159,,Preston,Vic,3072,,,,,,,,cestlaviecleaning@yahoo.com.au,,,Mobile 0420 232 864,,cestlaviecleaning@yahoo.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO13002392,,All  Property Plumbing Pty Ltd,,,,,,,,,,,,,,,,service@allpropertyplumbing.com.au,,,Mobile 0412 834 211,,service@allpropertyplumbing.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO14000920,,Drytron Carpet Dry Cleaning - Burwood,,,,"Unit 2, 21 Huntingdale Road",,Burwood,Vic,3125,,,,,,,,support@drytron.freshdesk.com,Work 03 9270 4550,,,,support@drytron.freshdesk.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001147,,Melbourne Plumbing Group,,20B,,Rooks Road,,Nunawading,VIC,3131,,,,,,,,melbourneplumbinggroup-longview@imports.aroflo.com,Work 1300 116 486,,Mobile 0425 809 395,,melbourneplumbinggroup-longview@imports.aroflo.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO23002103,,DS FENCING EXPERTS PTY LTD,,1,,KEITH STREET,,Maidstone,VIC,3012,,,,,,,,info@dsfencing.com.au,,,,,info@dsfencing.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO20002103,,Termicon Pty Ltd ATF,,86,,,,Brunswick East,VIC,3057,,,,,,,,accounts@termicon.com.au,,,,,accounts@termicon.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-JAM20000086,,TNO - The Works,,,,,,,,,,,,,,,,troyoborne@bigpond.com,,,Mobile 0405 663 719,,troyoborne@bigpond.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO17001366,,LA Bayside Garage Doors,,12,,William Street,,Balaclava,VIC,3183,,,,,,,,sales@labayside.com.au,,,Fax 95274722,,sales@labayside.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19004377,,Plumbmaster,,,,PO Box 291,,Coburg,VIC,3058,,,,,,,,service@plumbmastermelbourne.com.au,,,Mobile 0409 933 034,,service@plumbmastermelbourne.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO17001363,,Elecool Electrical Pty Ltd,,5,,Irons Close,,Rowville,VIC,3178,,,,,,,,glenn@elecool.com.au,,,Mobile 0418 576 387,,glenn@elecool.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001421,,Auburn Electrical Services,,,,P O Box 284,Kew East,,Vic,3102,,,,,,,,auburnelectrical@bigpond.com,,,Mobile 0419341052,,auburnelectrical@bigpond.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001340,,Northern Plumbing Solutions,,,,PO BOX 652,Craigieburn,,VIC,3064,,,,,,,,northernps@optusnet.com.au,,,,,northernps@optusnet.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-DRE21000021,,The Good Guys Springvale,,754-769,,Princess Highway,,Springvale,VIC,3171,,,,,,,,springvale@thegoodguys.com.au,Work 03 6543 4101,,,,springvale@thegoodguys.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO18000912,,Exopest Pty Ltd,,80-86,,Buckhurst Street,,South Melbourne,,3205,,,,,,,,info@exopest.com.au,Work (03) 8696 9000,,,,info@exopest.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-DRE19000036,,Verve Maintenance,,16/21,,Sabre Drive,,Port Melbourne,VIC,3207,,,,,,,,office@vervevic.com.au,Work 03 9681 8351,,,,office@vervevic.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-DRE19000090,,Beal Electrical Services Pty Ltd,,4,,Huxley Avenue,,Dandenong North,VIC,3175,,,,,,,,service@bealelectrical.com.au,Work 0430 073 942,,,,service@bealelectrical.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO21001136,,Safe And Sound Gas,,,,safeandsoundgas@outlook.com,,,,,,,,,,,,safeandsoundgas@outlook.com,,,Home 0438 047 134,,safeandsoundgas@outlook.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-WES19000038,,SCR Melbourne - Stone Care and Repairs,,,,,,,,,,,,,,,,info@scrmelbourne.com.au,Work 1300 005 747,,,,info@scrmelbourne.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO12001452,,Highett Floors,,358,,Reserve Road,,Cheltenham,Vic,3192,,,,,,,,admin@highettfloors.com.au,,,Mobile 0410 653 750 Fax 03 9585 0375,,admin@highettfloors.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO20001257,,Western Air Airconditioning Pty Ltd,,,,,,,,,,,,,,,,western.air.airconditioning@gmail.com,,,Mobile 0401 350 805,,western.air.airconditioning@gmail.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO16000984,,Fisher Brothers Electrical,,1/11,,Gatewat Drive,,Carrum Downs,Vic,3201,,,,,,,,admin@fisherbros.com.au,,,Fax 03 9770 8053,,admin@fisherbros.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO18002155,,Prosealed Pty Ltd,,3/326,,Settlement Rd,,Thomastown,Vic,3074,,,,,,,,sales@prosealed.com.au,Work 9464 5652,,,,sales@prosealed.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-CVA21001816,,Shillinglaw Home Maintenance,,168,,Danks Street,,ALBERT PARK,VIC,3206,,,,,,,,psh29941@bigpond.net.au,,,Mobile 0416 031 060 Fax 0423 321 215,,psh29941@bigpond.net.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO12002949,,Wynns Locksmiths,,110,,Bell Street,,Preston,Vic,3027,,,,,,,,accounts@wynnslocksmiths.com.au,,,Fax 9495 1133,,accounts@wynnslocksmiths.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19005833,,Coljac Property Services,,,,,,,,,,,,,,,,ld.blackley@bigpond.com,,,Mobile 0425 753 187,,ld.blackley@bigpond.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001873,,Temp Zero Electrical & Air Conditioning,,12,,Quartz Grove,Epping,,Vic,3076,,,,,,,,Temp_zero@hotmail.com,,,Mobile 0419 584 866,,Temp_zero@hotmail.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO21001478,,New Horizons Garden,,2,,Ella Court,,Narre Warren,VIC,3805,,,,,,,,ben@newhorizongardens.com.au,,,Mobile 0413 257 747 Home 99999999,,ben@newhorizongardens.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001693,,Western Distributors,,230,,- 240 McIntyre Rd,North Sunshine VIC 3030,,,,,,,,,,,carpets@westerndistributors.com.au,Work 8312 0011,,,,carpets@westerndistributors.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO19001169,,Precision Locksmiths,,204A,,Hall Street,Spotswood,,Vic,3015,,,,,,,,service@precisionlocksmiths.com.au,Work 9974 2000,,Fax 99742022,,service@precisionlocksmiths.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO13002453,,Abell Maintenance Pty Ltd,,30,,Owen Street,,Boronia,VIC,3155,,,,,,,,abellmaintenance@gmail.com,,,Mobile 0402 421 031,,abellmaintenance@gmail.com,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO12001411,,Action Blinds,,,,PO Box 7028,,Upper Ferntree Gully,Vic,3156,,,,,,,,sales@actionblinds.com.au,,,Mobile 0417 639 964 Fax 1300 308 462,,sales@actionblinds.com.au,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO16001035,,Outlook Electrical,,,,PO Box 3007,,Mentone,VIC,3194,,,,,,,,dean@outlookelec.com.au,,,Mobile 0422 213 509,,dean@outlookelec.com.au,,,,,,,,,,,,,,,,,,,,,,
